Overall Accuracy,Balanced Accuracy,F1,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Kappa,ids,model
0.9433962264150944,0.9564125183737063,0.9233124692097444,0.9279303739392507,0.9848946628081621,0.9196158463385354,0.9832088398611263,0.9073265258420201,9908,split
0.7697228144989339,0.6390117559595307,NA,0.4018357533382894,0.876187758580772,0.43564603564603566,0.924450570205939,0.29075167626653575,9909,split
0.9148514851485149,0.8421799455289666,0.7232278596108384,0.70484496124031,0.9795149298176231,0.8871373766110608,0.980483110015256,0.7047293200731781,9910,split
0.815242494226328,0.8648647191408033,0.7938883262585709,0.7861081539654293,0.9436212843161774,0.8035543766578249,0.945962405504541,0.7386420442669774,9911,split
0.9899396378269618,0.9757681909042155,0.9526625533934504,0.9536363636363636,0.9979000181720673,0.9572173913043478,0.9979079129339429,0.9505749889901909,10201,split
0.9251101321585903,0.9003032926316475,0.8388786549137487,0.8243385269701059,0.9762680582931892,0.9377083333333334,0.9828747112608425,0.8200908811159703,10203,split
0.843065693430657,0.8891180394938112,0.8362550358698425,0.8244271548436308,0.9538089241439914,0.8762712490761272,0.9558649594974281,0.789971477695639,10204,split
0.9538461538461539,0.8759344598054275,NA,0.7677419354838709,0.9841269841269841,NA,0.9905016722408027,0.7621069247745265,10301,split
0.9949367088607595,0.995738549002826,0.9864589026634955,0.9926515261102271,0.9988255718954249,0.9811111111111112,0.9982959854303587,0.9850173631458699,10401,split
0.975,0.9723024001531504,0.9610433584020737,0.9509090909090909,0.9936957093972097,0.9768055555555556,0.9945070970250827,0.9551262529246893,10501,split
0.9490445859872612,0.9307225883646024,0.9171132924804414,0.894008991008991,0.9674361857202138,0.9528562346744165,0.9858029388083736,0.8929713080977194,10601,split
0.9085365853658537,0.8322789861692566,NA,0.6870490511994272,0.977508921139086,NA,0.9790597022692802,0.6535510591674505,10701,split
0.8817829457364341,0.8739421482796988,0.7576242955341466,0.7745246171240621,0.9733596794353356,0.8145627062706271,0.9741500099752209,0.7328529432331861,10702,split
0.9401088929219601,0.8954808993147538,0.802628000076618,0.8114285714285714,0.9795332272009363,0.9638242894056848,0.9879781420765027,0.7907365559281765,10703,split
0.9640591966173362,0.9711787385770165,0.9382282396719378,0.9507324769319059,0.9916250002221272,0.9321867203991556,0.9899183623724792,0.9289816064116385,10704,split
0.8192307692307692,0.8524241715150807,0.7582227772572147,0.758973863973864,0.9458744790562973,0.7787263381160677,0.9417611915006542,0.7020315889333039,10802,split
0.9181585677749361,0.8739823966427637,0.7626705289355892,0.766682808716707,0.9812819845688202,0.796898921673184,0.9819205881084334,0.7464344765137375,10901,split
0.9476351351351351,0.9094447367556612,0.8587042668782572,0.8335999264570694,0.985289547054253,0.9660714285714286,0.9851260235643281,0.8438934656972061,11001,split
0.9933774834437086,0.975908618899273,0.9739795918367347,0.9555555555555556,0.9962616822429906,0.9979695431472081,0.9986440677966102,0.9714235810418451,11002,split
0.8852459016393442,0.9575402763910532,0.906397859175877,0.9531043707872976,0.9619761819948088,0.8835657820735253,0.9270435446906036,0.8468608518932452,11004,split
0.8196078431372549,0.862083893036375,0.810006318756987,0.7767584579071597,0.9474093281655902,0.859975916245201,0.951493068401848,0.7593758966379995,11102,split
0.8615384615384616,0.8630812733035331,0.7719471274846842,0.7629427341939755,0.9632198124130906,0.7943849149219147,0.96648725630175,0.7368848009238153,11103,split
0.6830188679245283,0.8265227741409971,0.730817715655412,0.7361792297564187,0.9168663185255754,0.799771413204249,0.9157535950639399,0.647756445533642,11104,split
0.8438914027149321,0.8859617610666243,0.805427171189948,0.8136566895919702,0.9582668325412784,0.80550289919714535,0.9574155440963832,0.7632832664960981,11202,split
0.8043478260869565,0.862219263313239,0.7417961477665242,0.7760379102103974,0.9484006164160805,0.7349504397598772,0.9460340166845271,0.6898038790406412,11501,split
0.8765432098765432,0.8759920634920635,0.8361111111111111,0.8214285714285714,0.9305555555555556,0.9545454545454546,0.9675324675324675,0.7852685204839736,11601,split
0.954337899543379,0.9495844293194987,0.9255613198337658,0.9185222672064777,0.9806465914325195,0.933125,0.9861491359769201,0.9088635579565996,11901,split
0.890625,0.9331119805423617,0.904196458907876,0.8965095923207088,0.9697143687640145,0.9146069407263437,0.9711005522892368,0.8744839554819411,12001,split
0.8735083532219571,0.8519173947642017,NA,0.7333701047986763,0.9704646847297271,NA,0.9673915890868697,0.6514818828478856,12002,split
0.9149722735674677,0.8804609549043039,0.8056494203398163,0.7863639630048572,0.9745579468037506,0.830812278467265,0.9784562532872906,0.7818641832714073,12101,split
0.9589905362776026,0.9219612225439268,0.8907123491320866,0.8559753829249241,0.9879470621629293,0.9731792717086835,0.9880128847134386,0.8787171547122891,12302,split
0.9953379953379954,0.9923439667128987,0.9935060262637165,0.9885714285714285,0.996116504854369,0.998780487804878,0.998989898989899,0.991039465624985,12303,split
0.9415730337078652,0.9478693871249361,0.9210334959201867,0.9123008858868338,0.9834378883630386,0.9334533235057316,0.9836758210156827,0.9045800678482118,12501,split
0.8643326039387309,0.79476431123461,NA,0.6309687511368184,0.9585598713324017,NA,0.9653392756735691,0.5929430713242096,12502,split
0.9302325581395349,0.9461696842376466,0.920180126387023,0.9116959064327486,0.9806434620425446,0.9492467532467532,0.9835378920709137,0.9024042363725167,13001,split
0.9245283018867925,0.9563267119329514,0.8808311663117425,0.9305359130077464,0.9821175108581564,0.8561319706347285,0.977771979367986,0.8609310414205151,9908,group
0.6439232409381663,0.6094149633452165,NA,0.3306554245438377,0.8881745021465953,0.3590277777777778,0.8676737067912282,0.2100406095457202,9909,group
0.900990099009901,0.8636206151467117,0.7337661288670775,0.7511351052048726,0.9761061250885508,0.7315726850385387,0.9766789682635449,0.7103139066846764,9910,group
0.7806004618937644,0.8310429000071291,0.7134450348994982,0.72428409907481,0.9378017009394483,0.7234325396825396,0.9396919162552357,0.6527462091792663,9911,group
0.993963782696177,0.98524786821348,0.9764498430148169,0.9734848484848485,0.9970108879421113,0.981324354657688,0.9987394846482499,0.9743193311734111,10201,group
0.8854625550660793,0.9098225849325682,0.8150848812756565,0.8482353903406535,0.9714097795244827,0.8378697068213197,0.9640544724096356,0.783244966163696,10203,group
0.8613138686131386,0.9339975307907363,0.8629601060313793,0.9040822103568099,0.9639128512246627,0.8487119135961988,0.9584668750209323,0.824441085321169,10204,group
0.37538461538461537,0.7448750268829851,NA,0.6368216318785579,0.8529284218874125,0.46237989652623795,0.8543547154353474,0.33881043528818444,10301,group
0.44556962025316454,0.8193811135645733,0.6598757213655871,0.7813684362794735,0.8573937908496733,0.805219298245614,0.8867149758454106,0.5916426839004071,10401,group
0.9875,0.9913793103448276,0.9884126984126984,0.9862068965517241,0.996551724137931,0.991304347826087,0.9969924812030075,0.9851619530267869,10501,group
0.31210191082802546,0.8040668335614286,0.5831896481173613,0.7638484848484849,0.8442851822743723,0.6755756479807112,0.8420454267080848,0.5162141076740981,10601,group
0.8932926829268293,0.8763643164444822,0.7705801343596619,0.7787962764052989,0.9739323564836654,0.7773258368095439,0.9718706015130621,0.7436436960521197,10701,group
0.9418604651162791,0.9446310194448525,0.9035420797532496,0.9027854866892795,0.9864765522004255,0.9109500005394704,0.9867185768312698,0.8901055037449598,10702,group
0.9382940108892922,0.9062376616138736,0.804468301723239,0.8263186813186814,0.9861566419090658,0.8493633881539635,0.9866282340170068,0.7925372872268358,10703,group
0.9492600422832981,0.9505698212878572,0.8992340631642446,0.9130813378191174,0.988058304756597,0.8893307000219443,0.9868800791463501,0.8866818533309906,10704,group
0.5230769230769231,0.8075555764192128,0.6523513701239286,0.7275744975744975,0.887536655263928,0.7141745990592244,0.8804165231890351,0.5739821862707805,10802,group
0.7749360613810742,0.9161354217645407,0.7115167938943682,0.8799064874342489,0.9523643560948324,0.7188639551192146,0.9085287053012618,0.6416021885776354,10901,group
0.9611486486486487,0.9567781940766961,0.9057963066254324,0.9235797021511307,0.9899766860022615,0.891429389625266,0.9885291802892445,0.8948883256954967,11001,group
0.9387417218543046,0.7918945995776333,NA,0.6070498084291187,0.9767393907261479,0.6111764705882353,0.9865649401819615,0.5903239312115989,11002,group
0.8668032786885246,NA,NA,NA,0.9444868866815839,0.5372691218130312,0.9456989027648005,0.48013711747087323,11004,group
0.9137254901960784,0.9443164633684408,0.9044283622539925,0.9116367689483347,0.976996157788547,0.9007575757575758,0.9770281646468014,0.8812907576753722,11102,group
0.945054945054945,0.9586756539895296,0.9328485261647629,0.9314517130089375,0.9858995949701217,0.9357850865571454,0.9857021747408473,0.9185470788249607,11103,group
0.7547169811320755,0.8707374064935665,0.8089114453820336,0.8112676925608953,0.9302071204262375,0.8182269844235097,0.9272740372112882,0.7372779867109613,11104,group
0.8031674208144797,0.8953116674073759,0.776717741035154,0.8397931103735186,0.9508302244412332,0.7806832068863842,0.9443620808300432,0.7262487468492717,11202,group
0.8804347826086957,0.9185222116545441,0.8179898532839709,0.8711375212224108,0.9659069020866774,0.8486263736263736,0.9725726270001553,0.7878760512408485,11501,group
0.9259259259259259,0.9403043259557344,0.8900966183574879,0.9051587301587302,0.9754499217527386,0.9111111111111111,0.9756944444444444,0.8659551858149136,11601,group
0.9497716894977168,0.9657405055636188,0.9050077082085347,0.9471153846153846,0.9843656265118529,0.8866322937625755,0.9845505617977528,0.8894574509515044,11901,group
0.7526041666666666,0.8431582230507821,0.7545991625777184,0.7524330157919173,0.9338834303096468,0.7684762355184891,0.9357713116112314,0.6893099626230274,12001,group
0.8854415274463007,0.9180725746913274,0.8461420673441636,0.8626953484096341,0.9734498009730208,0.8865084439277988,0.9696433151854839,0.8183941046851049,12002,group
0.9297597042513863,0.9127551239539416,0.865701772073938,0.8477098942045379,0.9778003537033453,0.9029205174870335,0.9822062539449526,0.8454946976912299,12101,group
0.5962145110410094,0.7049880180985247,0.547758157335622,0.5519459798279104,0.858030056369139,0.6186860739575137,0.9111532019120973,0.436322860866131,12302,group
0.9603729603729604,0.9345137740100835,0.9045941537149977,0.8933673469387755,0.9756602010813916,0.9214411587480246,0.9914150012336541,0.887562736647859,12303,group
0.9617977528089887,0.9653358273231277,0.9514664639620548,0.9434442270058708,0.9872274276403846,0.965454623878537,0.9913168653224909,0.94064463131541165,12501,group
0.7768052516411379,0.8989510115681321,0.7900220191321119,0.8540961839281167,0.9438058392081473,0.7823991655370992,0.9346217365222874,0.7322011688022729,12502,group
0.8914728682170543,0.9355833379719356,0.8940227021040975,0.9006802721088435,0.9704864038350277,0.8895575991728791,0.9697735191637631,0.8641201279077216,13001,group
