Overall Accuracy,Balanced Accuracy,F1,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,Kappa,ids,model
0.6863207547169812,0.720312620025135,0.5257432562877159,0.5211585804279557,0.9194666596223142,0.5502426605986477,0.9197672440294437,0.44817713851147273,9908,split
0.7398720682302772,0.5980747930017003,NA,0.35102289516030377,0.8451266908430968,NA,0.8967366849078218,0.2571965449817455,9909,split
0.8891089108910891,0.8266734054596577,0.6836668556311413,0.6818660022148394,0.9714808087044761,0.7356805133400878,0.9745859409148543,0.6577082724178732,9910,split
0.7182448036951501,0.771456084501199,0.617772842662189,0.6321687987468447,0.9107433702555532,0.6598143115942029,0.9247382832374422,0.5391961883347705,9911,split
0.9295774647887324,0.871733297404467,0.7901188266856791,0.7824469113578024,0.9610196834511315,0.8175018603167854,0.9686238337886578,0.754945823813842,10201,split
0.8303964757709251,0.7967670218465475,0.6881601906815055,0.6537484874946176,0.9397855561984774,0.8140102784035902,0.9540415148360327,0.6363463209723131,10203,split
0.5255474452554745,0.7297063240489108,0.5590630608677778,0.5980531400966184,0.8613595080012033,0.5959740259740259,0.8827971319629926,0.44468811176013584,10204,split
0.9476923076923077,0.883790177172186,0.7605491796636333,0.7834562211981567,0.9841241331462152,0.9066616613200464,0.9878914066893607,0.7483307154993972,10301,split
0.9670886075949368,0.9600258899134159,0.952260908770525,0.9310944914851385,0.9889572883416933,0.978183916891112,0.991061899760111,0.9422535188701008,10401,split
0.8875,0.901642995296245,0.8417653974699796,0.8315882967607106,0.9716976938317795,0.873033698327816,0.9733135425617031,0.8145139585260955,10501,split
0.785031847133758,0.8594841400152039,0.7104136267895845,0.7907855477855478,0.9281827322448599,0.6989921950754264,0.9033873893957232,0.6256730160450781,10601,split
0.7682926829268293,0.7926139140928491,0.6064141355276036,0.6390590762620838,0.9461687519236144,0.6117462626361403,0.9383590736602422,0.5497600434528358,10701,split
0.8255813953488372,0.8495600980424882,0.7344237078000313,0.741629835200603,0.9574903608843736,0.8318071493233329,0.9614168932874629,0.698304645439969,10702,split
0.9019963702359347,0.8727031917466728,0.7272721161850766,0.7695360195360196,0.9758703639573262,0.8583970588235295,0.9776866655738238,0.7083222045202043,10703,split
0.8710359408033826,0.916074711851896,0.82098713434957,0.8615394994872533,0.9706099242165389,0.8310785877349345,0.9669299443379642,0.790150087006754,10704,split
0.573076923076923,0.7732571436372376,0.6124802626689039,0.6543012243012243,0.8922130629732511,0.6894814403154494,0.8814383443092817,0.5160364453456664,10802,split
0.8721227621483376,0.8586937612882616,0.680163666667727,0.7600771478667446,0.9573103747097786,0.6905621058846865,0.9646328180060237,0.6431495802256726,10901,split
0.9577702702702703,0.8869937803416064,NA,0.7837837837837838,0.9902037768994291,NA,0.9883567846196712,0.7095072056343158,11001,split
0.9519867549668874,0.9618819202404347,0.955454659625407,0.9502681992337164,0.973495641247153,0.9666028708133971,0.9881603111914898,0.9353336152764982,11002,split
0.9221311475409836,0.9517039041728417,0.8629333438386385,0.9258596952956709,0.9775481130500125,0.8229166666666666,0.9480181236136318,0.8232779083232571,11004,split
0.7843137254901961,0.8277694432147487,0.7448465444330106,0.7181348019931812,0.9374040844363162,0.8246217417681748,0.943129655919799,0.6858246830656092,11102,split
0.7978021978021979,0.8456929223536683,0.7399127107970173,0.7430310741476333,0.9483547705597034,0.7875294177444434,0.9489765867870497,0.6890362048762879,11103,split
0.5962264150943396,0.7323998218889052,0.6047845800870518,0.5749732554312047,0.8898263883466055,0.7256763036904881,0.88763704972876,0.49604672527473376,11104,split
0.7805429864253394,0.8447857039935046,0.7561389796732396,0.7482983280188971,0.9412730799681122,0.795726513440445,0.9396118228202244,0.6968851097557925,11202,split
0.7065217391304348,0.7187046957422474,NA,0.5235613533629909,0.9138480381215037,0.6239869281045751,0.9300576315496553,0.44103142684170255,11501,split
0.9135802469135802,0.918329420970266,0.8734196731421524,0.875,0.9616588419405321,0.9218995290423861,0.9763513513513513,0.8426353627841447,11601,split
0.908675799086758,0.9114391281002859,0.8325578276582718,0.8575333074913142,0.9653449487092578,0.814803226255041,0.9650801623749385,0.7977884084315451,11901,split
0.734375,0.8097280966223435,0.7227282552302738,0.6927594421480703,0.9266967510966166,0.8129976750944493,0.9317180006960546,0.652690090695991,12001,split
0.8568019093078759,0.8317773622482005,NA,0.6993805422376851,0.9641741822587159,NA,0.9624531694126852,0.6289866870994353,12002,split
0.7393715341959335,0.771954476151542,0.6686487491686353,0.6197051654472585,0.9242037868558255,0.7978210346896324,0.9235391682238544,0.5932934940557487,12101,split
0.9274447949526814,0.8840396689282828,0.8370882157460503,0.7892715979672501,0.9788077398893152,0.9413335323680151,0.9841247071632893,0.818625299580984,12302,split
0.9696969696969697,0.9226776956892294,0.8672001315427809,0.8534693877551021,0.9918860036233568,0.9238039636204773,0.9935133689839573,0.860007722876297,12303,split
0.8426966292134831,0.7898095017549527,NA,0.6315889148412348,0.9480300886686707,NA,0.9580507066249305,0.5915585584237026,12501,split
0.7330415754923414,0.6965730398439776,NA,0.48344913723064986,0.9096969424573054,NA,0.9281235150634477,0.4269513699355147,12502,split
0.8294573643410853,0.81825775450901,NA,0.6756390977443609,0.960876411273659,0.6671437090041741,0.9563661600455591,0.6234472906090912,13001,split
0.47877358490566035,0.6874779815500662,NA,0.49930325128003517,0.8756527118200973,0.43967164910561135,0.870885177546006,0.2969993152511504,9908,group
0.5415778251599147,0.526746571137985,NA,0.2137948751729135,0.8396982671030565,0.2903439237131107,0.8287732788692966,0.0809586388512843,9909,group
0.8792079207920792,0.8391916845826923,0.6950268051551021,0.7121816168327797,0.966201752332605,0.7191767966861299,0.9714796165671912,0.6644974950415177,9910,group
0.6189376443418014,0.7326413601769766,0.5532217761838325,0.5734340961207869,0.8918486242331661,0.5545602154844773,0.8908362371911881,0.4463600151745293,9911,group
0.8591549295774648,0.9184766918957269,0.8285202532520762,0.8822567256725673,0.9546966581188866,0.828324345146379,0.9125022064670871,0.7597206546016314,10201,group
0.8656387665198237,0.9013674054194134,0.8074915661342954,0.8364846367942343,0.9662501740445926,0.8136965916503588,0.9574855523354642,0.7694775063555692,10203,group
0.5474452554744526,0.7718699174781559,0.5852157646321524,0.6720795406390372,0.8716602943172748,0.6169330011888996,0.8827974341341892,0.4758582047860891,10204,group
0.8307692307692308,0.8621057823904102,0.7131733278513468,0.7660192464082407,0.9581923183725798,0.6985702158622362,0.9506868312776147,0.6685102932613012,10301,group
0.660759493670886,0.7206153290511106,0.6108700228894398,0.5695547989541493,0.8716758591480719,0.6870740365111562,0.8787897929961105,0.48646483081801967,10401,group
0.8875,0.9173344236972423,0.8618224400871459,0.8638683385579937,0.9708005088364908,0.8830156159629844,0.9730017065633504,0.8339028426815693,10501,group
0.4729299363057325,0.8031100843481707,0.5276365982245205,0.7240315473999684,0.8821886212963729,0.559974386930412,0.8449403367530314,0.41733465063128794,10601,group
0.7957317073170732,0.8157269810725569,0.642757424996231,0.6792459226884946,0.9522080394566191,0.6756891644500078,0.9453780879520036,0.594277145949158,10701,group
0.810077519379845,0.830196539823865,0.682287288911235,0.7062389736210273,0.9541541060267026,0.7470620588774439,0.9573605309033708,0.6421624196539993,10702,group
0.7368421052631579,0.8176086295721416,0.6559131128368989,0.696929181929182,0.9382880772151013,0.7075958830198339,0.9386034281969089,0.6012611681175855,10703,group
0.8562367864693446,0.8576997503275481,0.7515233896667476,0.7537858440787394,0.9616136565763567,0.7839457217857839,0.9625764578217291,0.7141632692185459,10704,group
0.5384615384615384,0.7820363393913551,0.5819705897966768,0.6820460020460021,0.8820266767367081,0.6745404324672617,0.8750479188304529,0.4808598583445638,10802,group
0.7902813299232737,0.8303002163640026,0.6270093287026147,0.7193467479335393,0.9412536847944659,0.6617882117882118,0.9175157263814213,0.5602745864035519,10901,group
0.8091216216216216,0.8543692247225312,0.7202277432712215,0.7587699944842802,0.9499684549607823,0.7331946026682868,0.9515948443549073,0.6707235440325892,11001,group
0.3609271523178808,0.651042429142965,NA,0.44624310555345037,0.8558417527324795,0.5298022733785462,0.8519518090899169,0.37817817906632745,11002,group
0.8401639344262295,NA,NA,NA,0.9083623557772557,0.536267779422982,0.9393884631344241,0.40741760646990977,11004,group
0.7176470588235294,0.8013331311163041,0.6656007994310797,0.6770102281667978,0.9256560340658104,0.6639232075225284,0.9260544665916846,0.5914881893388642,11102,group
0.5208791208791209,0.7266186550959197,NA,0.5941048080105925,0.859132502181247,0.5238726537034956,0.8764273729363388,0.43986332065463896,11103,group
0.6415094339622641,0.8116248241233682,0.6842475029574622,0.7210061443932412,0.9022435038534952,0.7009496676163343,0.9006266426092343,0.5880968583971099,11104,group
0.6764705882352942,0.8277200154261598,0.6554135585435827,0.7357626632938484,0.9196773675584711,0.6423666352083459,0.9122533098999981,0.5740266496578557,11202,group
0.4076086956521739,0.6488063918763551,0.42251507789033144,0.453296368729091,0.8443164150236192,0.4711494252873563,0.8478567538160754,0.2828488454461946,11501,group
0.30864197530864196,NA,NA,NA,0.8209081094267836,0.29662162162162165,0.8335617914565283,0.22416143106016212,11601,group
0.8721461187214612,NA,NA,NA,0.969259767956383,0.6502623224728488,0.9569002813345308,0.6268146922689005,11901,group
0.6614583333333334,0.7993966462677714,0.6592270915534673,0.6859516692150825,0.9128416233204604,0.6540456534140278,0.9117809608829238,0.5722404716286572,12001,group
0.7040572792362768,0.7874213224440795,0.556632719398428,0.65038109491891,0.9244615499692489,0.5649745572434696,0.9228102626406461,0.4838551725197461,12002,group
0.6968576709796673,0.7753778009624506,0.5675867400306659,0.63874634094024,0.9120092609846612,0.6213834536584714,0.9176611982556206,0.49135160440232034,12101,group
0.5173501577287066,0.7168085438402377,0.5071719107059693,0.5689652162976854,0.86465187138279,0.5219672571121846,0.8680851369741949,0.38333209888156944,12302,group
0.7878787878787878,0.8716862450646159,0.6888081375333919,0.7893933892575435,0.9539791008716884,0.6747801657536171,0.9072751981389272,0.6156619889333594,12303,group
0.8112359550561797,0.8315279460887444,NA,0.7129142730888202,0.9501416190886687,0.7482459718692052,0.9371737242360119,0.6778895913398895,12501,group
0.6542669584245077,0.8090858091541996,0.6545104815410947,0.7194217080771702,0.8987499102312289,0.6274680052835147,0.8955734526811583,0.5525900164835265,12502,group
0.7364341085271318,0.7687953613924849,0.5816100462656972,0.6001312805824084,0.9374594422025615,0.580427927927928,0.932945164350428,0.5173739472291208,13001,group
