Class,Balanced Accuracy,Sensitivity,Specificity,Pos Pred Value,Neg Pred Value,F1,Kappa,Prevalence,Detection Rate,Detection Prevalence,id,model
Supine,0.9516129032258065,0.9032258064516129,1,1,0.98989898989899,0.9491525423728813,0.9440908308962668,0.09538461538461539,0.08615384615384615,0.08615384615384615,10301,split
Upright,0.7,0.4,1,1,0.9813084112149533,0.5714285714285715,0.5637583892617472,0.03076923076923077,0.012307692307692308,0.012307692307692308,10301,split
Held,1,1,1,1,1,1,1,0.07848101265822785,0.07848101265822785,0.07848101265822785,10401,split
Prone,1,1,1,1,1,1,1,0.10379746835443038,0.10379746835443038,0.10379746835443038,10401,split
Sitting,0.9977578475336323,0.9955156950672646,1,1,0.9942196531791907,0.9977528089887641,0.9948542917811967,0.5645569620253165,0.5620253164556962,0.5620253164556962,10401,split
Supine,0.9983660130718954,1,0.9967320261437909,0.9888888888888889,1,0.9944134078212291,0.9927768126542927,0.22531645569620254,0.22531645569620254,0.22784810126582278,10401,split
Upright,1,1,1,1,1,1,1,0.027848101265822784,0.027848101265822784,0.027848101265822784,10401,split
Held,1,1,1,1,1,1,1,0.18125,0.18125,0.18125,10501,split
Prone,1,1,1,1,1,1,1,0.3125,0.3125,0.3125,10501,split
Sitting,1,1,1,1,1,1,1,0.275,0.275,0.275,10501,split
Supine,1,1,1,1,1,1,1,0.1375,0.1375,0.1375,10501,split
Upright,1,1,1,1,1,1,1,0.09375,0.09375,0.09375,10501,split
Held,0.9991694352159468,1,0.9983388704318937,0.9629629629629629,1,0.9811320754716981,0.9803011292346292,0.041401273885350316,0.041401273885350316,0.042993630573248405,10601,split
Prone,1,1,1,1,1,1,1,0.09076433121019108,0.09076433121019108,0.09076433121019108,10601,split
Sitting,0.9915250150693189,0.9866666666666667,0.9963833634719711,0.9736842105263158,0.9981884057971014,0.9801324503311258,0.977417653545572,0.11942675159235669,0.1178343949044586,0.12101910828025478,10601,split
Supine,0.9978354978354979,0.9956709956709957,1,1,0.9880952380952381,0.9978308026030369,0.9918428846053927,0.7356687898089171,0.732484076433121,0.732484076433121,10601,split
Upright,0.9366935483870968,0.875,0.9983870967741936,0.875,0.9983870967741936,0.875,0.8733870967741932,0.012738853503184714,0.011146496815286623,0.012738853503184714,10601,split
Held,0.8418481848184818,0.72,0.9636963696369637,0.6206896551724138,0.9765886287625418,0.6666666666666666,0.6369450252121511,0.07621951219512195,0.054878048780487805,0.08841463414634146,10701,split
Prone,0.9854771784232366,1,0.970954356846473,0.925531914893617,1,0.9613259668508287,0.946619548033107,0.2652439024390244,0.2652439024390244,0.2865853658536585,10701,split
Sitting,0.9381433288017091,0.8947368421052632,0.981549815498155,0.9107142857142857,0.9779411764705882,0.9026548672566371,0.8823989569752284,0.17378048780487804,0.15548780487804878,0.17073170731707318,10701,split
Supine,0.9863945578231292,0.9727891156462585,1,1,0.9783783783783784,0.9862068965517241,0.9752816609518068,0.4481707317073171,0.43597560975609756,0.43597560975609756,10701,split
Upright,0.6635021097046413,0.3333333333333333,0.9936708860759493,0.6666666666666666,0.9751552795031055,0.4444444444444444,0.4305555555555566,0.036585365853658534,0.012195121951219513,0.018292682926829267,10701,split
Held,0.7211805555555555,0.4444444444444444,0.9979166666666667,0.9411764705882353,0.9599198396793587,0.6037735849056604,0.5852090032154338,0.06976744186046512,0.031007751937984496,0.03294573643410853,10702,split
Prone,1,1,1,1,1,1,1,0.5038759689922481,0.5038759689922481,0.5038759689922481,10702,split
Sitting,0.9456521739130435,0.8913043478260869,1,1,0.9769585253456221,0.9425287356321839,0.9309199957159686,0.17829457364341086,0.15891472868217055,0.15891472868217055,10702,split
Supine,0.996551724137931,1,0.993103448275862,0.9642857142857143,1,0.9818181818181818,0.9783593356819326,0.1569767441860465,0.1569767441860465,0.16279069767441862,10702,split
Upright,0.9605770539400262,0.9787234042553191,0.9424307036247335,0.6301369863013698,0.9977426636568849,0.7666666666666666,0.7375858185913039,0.09108527131782945,0.08914728682170543,0.14147286821705427,10702,split
Held,0.9951076320939334,1,0.9902152641878669,0.8888888888888888,1,0.9411764705882353,0.9362784780848853,0.07259528130671507,0.07259528130671507,0.08166969147005444,10703,split
Prone,0.954983922829582,1,0.909967845659164,0.8955223880597015,1,0.9448818897637796,0.8980088320067693,0.4355716878402904,0.4355716878402904,0.4863883847549909,10703,split
Sitting,0.9752747252747253,0.9505494505494505,1,1,0.9761904761904762,0.9746478873239436,0.962611114880912,0.33030852994555354,0.3139745916515426,0.3139745916515426,10703,split
Supine,0.9909456740442656,1,0.9818913480885312,0.8571428571428571,1,0.923076923076923,0.9140003121585761,0.09800362976406533,0.09800362976406533,0.11433756805807622,10703,split
Upright,0.5285714285714286,0.05714285714285714,1,1,0.9398907103825137,0.1081081081081081,0.1019410283004884,0.06352087114337568,0.003629764065335753,0.003629764065335753,10703,split
Held,0.935483870967742,0.8709677419354839,1,1,0.9910313901345291,0.9310344827586207,0.926552795031056,0.06553911205073996,0.05708245243128964,0.05708245243128964,10704,split
Prone,0.9948979591836735,0.9897959183673469,1,1,0.992831541218638,0.9948717948717948,0.9912748335208721,0.4143763213530655,0.41014799154334036,0.41014799154334036,10704,split
Sitting,0.9815950920245399,0.9631901840490797,1,1,0.9810126582278481,0.98125,0.9716704266405797,0.34460887949260044,0.33192389006342493,0.33192389006342493,10704,split
Supine,0.9941724941724941,1,0.9883449883449883,0.8979591836734694,1,0.9462365591397849,0.940393678957583,0.09302325581395349,0.09302325581395349,0.10359408033826638,10704,split
Upright,0.9919354838709677,1,0.9838709677419355,0.8478260869565217,1,0.9176470588235294,0.9095775186388839,0.0824524312896406,0.0824524312896406,0.09725158562367865,10704,split
Held,0.5961538461538461,0.19230769230769232,1,1,0.9176470588235294,0.32258064516129037,0.3000000000000001,0.1,0.019230769230769232,0.019230769230769232,10802,split
Prone,0.946590909090909,0.975,0.9181818181818182,0.6842105263157895,0.9950738916256158,0.8041237113402062,0.760890609874153,0.15384615384615385,0.15,0.21923076923076923,10802,split
Sitting,0.8477316602316602,0.8918918918918919,0.8035714285714286,0.8571428571428571,0.8490566037735849,0.8741721854304636,0.700024289531212,0.5692307692307692,0.5076923076923077,0.5923076923076923,10802,split
Supine,0.9107142857142857,0.8214285714285714,1,1,0.9789029535864979,0.9019607843137255,0.8914132976946211,0.1076923076923077,0.08846153846153847,0.08846153846153847,10802,split
Upright,0.7848943985307621,0.6111111111111112,0.9586776859504132,0.5238095238095238,0.9707112970711297,0.5641025641025642,0.5289855072463767,0.06923076923076923,0.04230769230769231,0.08076923076923077,10802,split
Held,0.9107361649989789,0.8305084745762712,0.9909638554216867,0.9423076923076923,0.9705014749262537,0.8828828828828829,0.8635985509190929,0.15089514066496162,0.12531969309462915,0.1329923273657289,10901,split
Prone,1,1,1,1,1,1,1,0.017902813299232736,0.017902813299232736,0.017902813299232736,10901,split
Sitting,0.9986338797814207,1,0.9972677595628415,0.9615384615384616,1,0.9803921568627451,0.9790247304329164,0.0639386189258312,0.0639386189258312,0.06649616368286446,10901,split
Supine,1,1,1,1,1,1,1,0.7416879795396419,0.7416879795396419,0.7416879795396419,10901,split
Upright,0.8381889763779528,0.7,0.9763779527559056,0.4375,0.992,0.5384615384615384,0.5234613040828769,0.02557544757033248,0.017902813299232736,0.04092071611253197,10901,split
Held,0.994949494949495,1,0.98989898989899,0.98,1,0.98989898989899,0.9848236259228875,0.3310810810810811,0.3310810810810811,0.33783783783783783,11001,split
Prone,1,1,1,1,1,1,1,0.028716216216216218,0.028716216216216218,0.028716216216216218,11001,split
Sitting,0.998868778280543,1,0.997737556561086,0.9933774834437086,1,0.9966777408637874,0.9955452547933662,0.2533783783783784,0.2533783783783784,0.25506756756756754,11001,split
Supine,0.9977477477477478,0.9954954954954955,1,1,0.9973045822102425,0.9977426636568849,0.9963931469792604,0.375,0.3733108108108108,0.3733108108108108,11001,split
Upright,0.7142857142857143,0.42857142857142855,1,1,0.9932088285229203,0.6,0.597141884994896,0.011824324324324325,0.005067567567567568,0.005067567567567568,11001,split
Held,1,1,1,1,1,1,1,0.24006622516556292,0.24006622516556292,0.24006622516556292,11002,split
Prone,1,1,1,1,1,1,1,0.0695364238410596,0.0695364238410596,0.0695364238410596,11002,split
Sitting,0.9166666666666667,0.8333333333333334,1,1,0.9949066213921901,0.9090909090909091,0.9065594059405927,0.029801324503311258,0.024834437086092714,0.024834437086092714,11002,split
Supine,0.9929906542056075,1,0.985981308411215,0.9923664122137404,1,0.9961685823754789,0.9891100533679502,0.6456953642384106,0.6456953642384106,0.6506622516556292,11002,split
Upright,1,1,1,1,1,1,1,0.014900662251655629,0.014900662251655629,0.014900662251655629,11002,split
Held,0.9989406779661016,1,0.9978813559322034,0.9411764705882353,1,0.9696969696969697,0.9686375321336765,0.03278688524590164,0.03278688524590164,0.03483606557377049,11004,split
Prone,1,1,1,1,1,1,1,0.07991803278688525,0.07991803278688525,0.07991803278688525,11004,split
Sitting,0.9301994301994302,0.8603988603988604,1,1,0.7365591397849462,0.9249617151607963,0.7758109881867615,0.7192622950819673,0.6188524590163934,0.6188524590163934,11004,split
Upright,0.9408866995073892,1,0.8817733990147784,0.6307692307692307,1,0.7735849056603773,0.7148144540761664,0.1680327868852459,0.1680327868852459,0.26639344262295084,11004,split
Held,0.8548387096774194,0.7096774193548387,1,1,0.9613733905579399,0.8301886792452831,0.8111266562422846,0.12156862745098039,0.08627450980392157,0.08627450980392157,11102,split
Prone,0.8728354978354979,0.75,0.9956709956709957,0.9473684210526315,0.9745762711864406,0.8372093023255814,0.8224410623694417,0.09411764705882353,0.07058823529411765,0.07450980392156863,11102,split
Sitting,0.9545997610513739,0.946236559139785,0.9629629629629629,0.9361702127659575,0.968944099378882,0.9411764705882354,0.9071222807191816,0.36470588235294116,0.34509803921568627,0.3686274509803922,11102,split
Supine,0.9778260869565217,0.96,0.9956521739130435,0.96,0.9956521739130435,0.96,0.9556521739130436,0.09803921568627451,0.09411764705882353,0.09803921568627451,11102,split
Upright,0.944452276892711,0.975609756097561,0.9132947976878613,0.8421052631578947,0.9875,0.903954802259887,0.8533243106073423,0.3215686274509804,0.3137254901960784,0.37254901960784315,11102,split
Held,0.7163859338061466,0.4375,0.9952718676122931,0.875,0.958997722095672,0.5833333333333334,0.5628362797847816,0.07032967032967033,0.03076923076923077,0.035164835164835165,11103,split
Prone,0.9935897435897436,1,0.9871794871794872,0.9727891156462585,1,0.9862068965517241,0.979757085020243,0.3142857142857143,0.3142857142857143,0.3230769230769231,11103,split
Sitting,0.9741415944246132,0.9685534591194969,0.9797297297297297,0.9625,0.9830508474576272,0.9655172413793103,0.9469050018564684,0.34945054945054943,0.3384615384615385,0.3516483516483517,11103,split
Supine,0.9849466631402627,0.9824561403508771,0.9874371859296482,0.9180327868852459,0.9974619289340102,0.9491525423728813,0.941586785347484,0.12527472527472527,0.12307692307692308,0.13406593406593406,11103,split
Upright,0.9637747762148338,0.953125,0.9744245524296675,0.8591549295774648,0.9921875,0.9037037037037037,0.8869824407207137,0.14065934065934066,0.13406593406593406,0.15604395604395604,11103,split
Held,0.8482975746268657,0.890625,0.8059701492537313,0.59375,0.9585798816568047,0.7125,0.5951780021253986,0.24150943396226415,0.21509433962264152,0.3622641509433962,11104,split
Prone,0.7857142857142857,0.5714285714285714,1,1,0.9885057471264368,0.7272727272727273,0.7219307450157395,0.026415094339622643,0.01509433962264151,0.01509433962264151,11104,split
Sitting,0.8446865705788149,0.717741935483871,0.9716312056737588,0.956989247311828,0.7965116279069767,0.8202764976958526,0.6999216050637322,0.4679245283018868,0.33584905660377357,0.35094339622641507,11104,split
Supine,1,1,1,1,1,1,1,0.07924528301886792,0.07924528301886792,0.07924528301886792,11104,split
Upright,0.8576625094482238,0.7755102040816326,0.9398148148148148,0.7450980392156863,0.9485981308411215,0.76,0.7042135615291601,0.18490566037735848,0.14339622641509434,0.19245283018867926,11104,split
Held,0.8205627946690426,0.6438356164383562,0.997289972899729,0.9791666666666666,0.934010152284264,0.7768595041322315,0.7432112579076472,0.16515837104072398,0.10633484162895927,0.1085972850678733,11202,split
Prone,0.9630218152437382,0.9361702127659575,0.9898734177215189,0.9166666666666666,0.9923857868020305,0.9263157894736843,0.9174449010085916,0.10633484162895927,0.09954751131221719,0.1085972850678733,11202,split
Sitting,0.9738651142627113,0.9850746268656716,0.9626556016597511,0.9565217391304348,0.9872340425531915,0.9705882352941176,0.9453882745412988,0.45475113122171945,0.4479638009049774,0.4683257918552036,11202,split
Supine,0.9176019184652278,0.84,0.9952038369304557,0.9130434782608695,0.9904534606205251,0.8749999999999999,0.867836140735573,0.05656108597285068,0.04751131221719457,0.05203619909502263,11202,split
Upright,0.9444845857418112,0.9583333333333334,0.930635838150289,0.7931034482758621,0.9877300613496932,0.8679245283018867,0.826744316272819,0.2171945701357466,0.2081447963800905,0.26244343891402716,11202,split
Held,0.7202595529920692,0.4473684210526316,0.9931506849315068,0.9444444444444444,0.8734939759036144,0.6071428571428572,0.5470008952551476,0.20652173913043478,0.09239130434782608,0.09782608695652174,11501,split
Prone,0.8382880033733924,0.7419354838709677,0.934640522875817,0.696969696969697,0.9470198675496688,0.71875,0.6596094552929085,0.16847826086956522,0.125,0.1793478260869565,11501,split
Sitting,0.9619047619047619,1,0.9238095238095239,0.9080459770114943,1,0.9518072289156626,0.9123705203000357,0.42934782608695654,0.42934782608695654,0.47282608695652173,11501,split
Supine,1,1,1,1,1,1,1,0.16304347826086957,0.16304347826086957,0.16304347826086957,11501,split
Upright,0.7134831460674158,0.5,0.9269662921348315,0.1875,0.9821428571428571,0.2727272727272727,0.2365145228215765,0.03260869565217391,0.016304347826086956,0.08695652173913043,11501,split
Held,0.6428571428571428,0.2857142857142857,1,1,0.8701298701298701,0.4444444444444445,0.39821693907875155,0.1728395061728395,0.04938271604938271,0.04938271604938271,11601,split
Prone,1,1,1,1,1,1,1,0.14814814814814814,0.14814814814814814,0.14814814814814814,11601,split
Sitting,1,1,1,1,1,1,1,0.12345679012345678,0.12345679012345678,0.12345679012345678,11601,split
Supine,0.8611111111111112,1,0.7222222222222222,0.8181818181818182,1,0.9,0.7428571428571429,0.5555555555555556,0.5555555555555556,0.6790123456790124,11601,split
Held,0.9687931828650391,0.9615384615384616,0.9760479041916168,0.9259259259259259,0.9878787878787879,0.9433962264150944,0.9253324241391067,0.2374429223744292,0.228310502283105,0.2465753424657534,11901,split
Prone,1,1,1,1,1,1,1,0.0319634703196347,0.0319634703196347,0.0319634703196347,11901,split
Sitting,0.9871794871794872,1,0.9743589743589743,0.986013986013986,1,0.9929577464788732,0.9799725651577503,0.6438356164383562,0.6438356164383562,0.6529680365296804,11901,split
Upright,0.8947368421052632,0.7894736842105263,1,1,0.9803921568627451,0.8823529411764706,0.8726003490401396,0.0867579908675799,0.0684931506849315,0.0684931506849315,11901,split
Held,0.9230769230769231,0.8461538461538461,1,1,0.9829059829059829,0.9166666666666666,0.9081119885139985,0.1015625,0.0859375,0.0859375,12001,split
Prone,0.9290788013318535,0.9411764705882353,0.9169811320754717,0.835820895522388,0.972,0.8853754940711462,0.8293594851363777,0.3098958333333333,0.2916666666666667,0.3489583333333333,12001,split
Sitting,0.9299933526921597,0.8811881188118812,0.9787985865724381,0.9368421052631579,0.9584775086505191,0.9081632653061223,0.8767343153689767,0.2630208333333333,0.23177083333333334,0.24739583333333334,12001,split
Supine,1,1,1,1,1,1,1,0.08072916666666667,0.08072916666666667,0.08072916666666667,12001,split
Upright,0.9488261188554659,0.9148936170212766,0.9827586206896551,0.945054945054945,0.9726962457337884,0.9297297297297297,0.9074389972558037,0.24479166666666666,0.22395833333333334,0.23697916666666666,12001,split
Held,0.49515738498789347,0,0.9903147699757869,0,0.9855421686746988,NA,-0.011588604538861751,0.014319809069212411,0,0.00954653937947494,12002,split
Prone,0.9917939678809244,0.9864864864864865,0.9971014492753624,0.9864864864864865,0.9971014492753624,0.9864864864864865,0.9835879357618484,0.1766109785202864,0.17422434367541767,0.1766109785202864,12002,split
Sitting,0.8416991796718687,0.6870748299319728,0.9963235294117647,0.9901960784313726,0.8548895899053628,0.8112449799196787,0.7351061969519659,0.35083532219570407,0.24105011933174225,0.24343675417661098,12002,split
Supine,0.9460526315789474,1,0.8921052631578947,0.4875,1,0.6554621848739496,0.6061759244400634,0.09307875894988067,0.09307875894988067,0.1909307875894988,12002,split
Upright,0.9887218045112782,1,0.9774436090225563,0.9622641509433962,1,0.9807692307692307,0.9693691059287958,0.36515513126491644,0.36515513126491644,0.3794749403341289,12002,split
Held,0.6277475297439,0.2631578947368421,0.9923371647509579,0.5555555555555556,0.9736842105263158,0.35714285714285715,0.34229366473051376,0.03512014787430684,0.009242144177449169,0.0166358595194085,12101,split
Prone,0.8666666666666667,0.7333333333333333,1,1,0.9924528301886792,0.846153846153846,0.842457775189284,0.027726432532347505,0.02033271719038817,0.02033271719038817,12101,split
Sitting,0.9480274539833802,0.9954337899543378,0.9006211180124224,0.872,0.9965635738831615,0.929637526652452,0.8762176816035611,0.4048059149722736,0.4029574861367837,0.46210720887245843,12101,split
Supine,0.9932387726408072,0.9911504424778761,0.9953271028037384,0.9824561403508771,0.9976580796252927,0.9867841409691629,0.9832754552105766,0.2088724584103512,0.20702402957486138,0.21072088724584104,12101,split
Upright,0.9190085870413739,0.8571428571428571,0.9808743169398907,0.9554140127388535,0.9348958333333334,0.9036144578313253,0.8611284914408559,0.3234750462107209,0.27726432532347506,0.2902033271719039,12101,split
Held,0.9817503609818707,0.9782608695652174,0.985239852398524,0.9183673469387755,0.996268656716418,0.9473684210526316,0.9381028624985355,0.14511041009463724,0.14195583596214512,0.15457413249211358,12302,split
Prone,0.8181818181818181,0.6363636363636364,1,1,0.9870967741935484,0.7777777777777778,0.771613832853025,0.03470031545741325,0.022082018927444796,0.022082018927444796,12302,split
Sitting,0.9879807692307692,1,0.9759615384615384,0.956140350877193,1,0.9775784753363228,0.9654224568598794,0.3438485804416404,0.3438485804416404,0.35962145110410093,12302,split
Supine,1,1,1,1,1,1,1,0.45425867507886436,0.45425867507886436,0.45425867507886436,12302,split
Upright,0.6412442396313365,0.2857142857142857,0.9967741935483871,0.6666666666666666,0.9840764331210191,0.4,0.3919437340153427,0.022082018927444796,0.006309148264984227,0.00946372239747634,12302,split
Held,0.8966443261109072,0.8035714285714286,0.9897172236503856,0.9183673469387755,0.9722222222222222,0.8571428571428571,0.8381308048597135,0.1258426966292135,0.10112359550561797,0.1101123595505618,12501,split
Prone,0.9797098247164531,0.9863013698630136,0.9731182795698925,0.8780487804878049,0.9972451790633609,0.9290322580645162,0.914127326631932,0.16404494382022472,0.16179775280898875,0.1842696629213483,12501,split
Sitting,0.9761851154412968,0.9879032258064516,0.9644670050761421,0.9722222222222222,0.9844559585492227,0.98,0.9543627189563932,0.5573033707865168,0.550561797752809,0.5662921348314607,12501,split
Supine,1,1,1,1,1,1,1,0.02696629213483146,0.02696629213483146,0.02696629213483146,12501,split
Upright,0.8953589790672053,0.8035714285714286,0.987146529562982,0.9,0.9721518987341772,0.8490566037735849,0.828722636516719,0.1258426966292135,0.10112359550561797,0.11235955056179775,12501,split
Held,0.8877012404328319,0.7777777777777778,0.997624703087886,0.9655172413793104,0.9813084112149533,0.8615384615384615,0.8510699931201795,0.0787746170678337,0.061269146608315096,0.06345733041575492,12502,split
Prone,0.6428571428571428,0.2857142857142857,1,1,0.977924944812362,0.4444444444444445,0.43677594281488835,0.030634573304157548,0.0087527352297593,0.0087527352297593,12502,split
Sitting,0.9644268774703557,1,0.9288537549407114,0.918918918918919,1,0.9577464788732395,0.9209843813036711,0.44638949671772427,0.44638949671772427,0.48577680525164113,12502,split
Supine,1,1,1,1,1,1,1,0.33698030634573306,0.33698030634573306,0.33698030634573306,12502,split
Upright,0.966936774709884,0.9387755102040817,0.9950980392156863,0.9583333333333334,0.9926650366748166,0.9484536082474228,0.9423343848580444,0.10722100656455143,0.10065645514223195,0.1050328227571116,12502,split
Held,0.9875,1,0.975,0.9607843137254902,1,0.98,0.9673500379650721,0.3798449612403101,0.3798449612403101,0.3953488372093023,13001,split
Prone,1,1,1,1,1,1,1,0.29457364341085274,0.29457364341085274,0.29457364341085274,13001,split
Sitting,0.9954128440366973,1,0.9908256880733946,0.9523809523809523,1,0.975609756097561,0.971004720161834,0.15503875968992248,0.15503875968992248,0.16279069767441862,13001,split
Supine,0.875,0.75,1,1,0.9920634920634921,0.8571428571428571,0.8532423208191129,0.031007751937984496,0.023255813953488372,0.023255813953488372,13001,split
Upright,0.9444444444444444,0.8888888888888888,1,1,0.9823008849557522,0.9411764705882353,0.932283464566929,0.13953488372093023,0.12403100775193798,0.12403100775193798,13001,split
Held,0.9247053688345701,0.8620689655172413,0.9873417721518988,0.8333333333333334,0.9898477157360406,0.847457627118644,0.8360543048633785,0.06839622641509434,0.0589622641509434,0.07075471698113207,9908,group
Prone,0.9986449864498645,1,0.997289972899729,0.9821428571428571,1,0.9909909909909909,0.9896342655974969,0.12971698113207547,0.12971698113207547,0.1320754716981132,9908,group
